"Place","State","Latitude","Longitude","TotalPopulation","MalePopulation","FemalePopulation","MedianAge","AgricultureForestryandFishing","Mining","Manufacturing","ElectricityGasWaterWasteService","Construction","Wholesale","Retail","AccomodationFoodServices","TransportWarehousing","ITMediaTelecommunications","FinancialInsurance","RentalHiringRealEstate","ProfessionalScientificTechnical","AdministrativeSupport","PublicAdministration","EducationTraining","HealthCareSocial","ArtsRecreation","Other","MainEmployingIndustry","URL","bestImage"
"Launceston","TAS",-41.447,147.1386,67154,33135,34019,37.7,1.7,0.6,9.4,1.3,7.1,3.9,12.4,8.4,4.5,1.5,3.3,1.3,4.3,2.9,6.8,10.2,13,1.6,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/18/3872366.htm","http://www.abc.net.au/reslib/201310/r1190451_15309823.JPG"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/09/20/3853397.htm","http://www.abc.net.au/reslib/201309/r1177078_15012255.jpg"
"Rockhampton","QLD",-23.3782,150.5106,112333,56561,55772,37,2.3,5.3,7.6,2.6,8.8,3.5,10.9,7.2,6.2,0.8,1.7,1.5,3.8,2.4,6.6,9,12.8,0.8,4.2,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/03/3861403.htm","http://www.abc.net.au/reslib/201310/r1182441_15130923.jpg"
"Broken Hill","NSW",-31.958038,141.465138,19151,9401,9750,43.1,1.2,10.4,3.2,2.6,5.7,2.1,13.2,9.7,3.8,1,1.5,0.7,2.4,3.1,7.7,8.3,16.2,0.9,3.8,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/19/3872767.htm","http://www.abc.net.au/reslib/201310/r1190164_15303506.JPG"
"Lithgow","NSW",-33.4827,150.1357,20850,10740,10110,42.1,2.7,12.4,6.7,4.3,5.9,1.9,10,8.3,5.8,0.6,1.7,1,3.1,3.4,8.4,6.3,11,1,3.6,"Mining","http://www.abc.net.au/local/photos/2013/10/17/3871025.htm","http://www.abc.net.au/reslib/201310/r1188927_15275817.jpg"
"Adelaide","SA",NULL,NULL,20920,10863,10057,30.6,0.6,1.3,4.6,1.1,3.5,2.3,8.7,11.7,2,3,3.4,1.7,12.7,3.1,7.8,10.2,15.1,2.6,2.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/18/3872147.htm","http://www.abc.net.au/reslib/201310/r1189682_15292889.jpg"
"Hobart","TAS",-42.8847,147.3303,50482,25111,25371,37.9,1.3,0.3,3.7,1.9,4.1,1.8,9.6,9.3,1.8,2.6,2.9,1.6,9.9,2,13.7,12.7,13.8,2.8,3.1,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/18/3872305.htm","http://www.abc.net.au/reslib/201310/r1189768_15294724.jpg"
"Lismore","NSW",-28.8093,153.2808,44348,21913,22435,40,5.2,0.4,7.1,0.7,6.8,2.8,13.8,6.8,3.2,1.8,2,1.3,4.6,2.8,5.1,11.2,17.6,1.3,3.8,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/18/3871933.htm","http://www.abc.net.au/reslib/201310/r1189486_15288063.jpg"
"Manjimup","WA",-34.2424,116.1441,9463,4721,4742,41.5,17.7,2.5,8.9,0.7,6.5,2.9,10.2,8.6,4,0.4,1.2,0.9,2.6,2.5,7.8,8,8.1,0.5,3.6,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2013/10/17/3871309.htm","http://www.abc.net.au/reslib/201310/r1189041_15278399.jpg"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2013/10/17/3871350.htm","http://www.abc.net.au/reslib/201310/r1189178_15281853.jpg"
"Sydney","NSW",NULL,NULL,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2013/10/16/3870473.htm","http://www.abc.net.au/reslib/201307/r1144570_14289555.jpg"
"Gosford","NSW",-33.4246,151.3441,168323,81772,86551,41.6,0.7,0.4,7.6,1.1,9.1,3.5,11.7,6.9,4,2.4,3.6,1.8,6.6,3.4,6.5,7.9,15,1.6,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/16/3870141.htm","http://www.abc.net.au/news/image/4642324-4x3-80x60.jpg"
"Devonport","TAS",-41.1925,146.3602,25752,12501,13251,40.6,3.2,1.3,11.8,1.4,8,4.5,12.8,7.7,6.4,0.8,1.7,1.3,3.8,3.9,5.5,8.5,11.3,0.7,4.1,"Retail Trade","http://www.abc.net.au/local/photos/2013/10/15/3869192.htm","http://www.abc.net.au/reslib/201310/r1187823_15252083.jpg"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/15/3869771.htm","http://www.abc.net.au/reslib/201310/r1188172_15259381.jpg"
"Broken Hill","NSW",-31.958038,141.465138,19151,9401,9750,43.1,1.2,10.4,3.2,2.6,5.7,2.1,13.2,9.7,3.8,1,1.5,0.7,2.4,3.1,7.7,8.3,16.2,0.9,3.8,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/15/3869651.htm","http://www.abc.net.au/reslib/201310/r1188084_15257366.JPG"
"Mackay","QLD",-21.155,149.1664,115960,60205,55755,35.7,3.2,11.1,9.5,0.9,10.3,4.5,10.1,5.9,6.8,0.6,1.4,1.8,4.7,2.5,4,5.8,8.7,0.5,5.3,"Mining","http://www.abc.net.au/local/photos/2013/10/14/3868282.htm","http://www.abc.net.au/reslib/201310/r1187210_15236384.JPG"
"Sydney","NSW",NULL,NULL,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2013/10/14/3868735.htm?site=&xml=3868735-mediarss.xml#bigpicturepos","http://www.abc.net.au/reslib/201310/r1187468_15242354.JPG"
"Warrnambool","VIC",-38.3866,142.5053,32667,16050,16617,37.8,2.3,0.4,10.3,1.4,8.8,3.8,13.7,8.8,3.6,1.2,2.2,1.3,3.9,2.7,4.9,9.2,14.9,1.5,3.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/14/3868442.htm","http://www.abc.net.au/reslib/201310/r1187304_15238840.JPG"
"Albury","NSW",-36.0765,146.9227,49451,24130,25321,37.3,1,0.2,12.6,0.8,8.6,3.3,12.6,7.9,4.2,1.3,2.1,1.3,4.5,2.8,7.5,8.7,13.7,1,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/14/3868596.htm","http://www.abc.net.au/reslib/201310/r1187190_15235847.JPG"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/08/3868422.htm","http://www.abc.net.au/reslib/201310/r1187226_15236972.jpg"
"Longreach","QLD",-23.4445,144.2475,4296,2109,2187,34.2,17,0.9,2.5,0.7,8.3,2.5,10.3,6.7,4.5,1.3,2,0.9,2.2,2,8.6,9.4,11.8,1.6,4.2,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2013/10/11/3867583.htm","http://www.abc.net.au/reslib/201310/r1186676_15225289.JPG"
"Bundaberg","QLD",-24.8683,152.3459,92063,45573,46490,42.8,9.4,2.3,8.6,1.1,8.1,3,12.8,6.4,3.8,0.8,1.7,1.4,3.4,2.8,5,8,14.6,0.7,3.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/11/3867367.htm","http://www.abc.net.au/reslib/201310/r1186510_15222092.jpg"
"Lismore","NSW",-28.8093,153.2808,44348,21913,22435,40,5.2,0.4,7.1,0.7,6.8,2.8,13.8,6.8,3.2,1.8,2,1.3,4.6,2.8,5.1,11.2,17.6,1.3,3.8,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/11/3867342.htm","http://www.abc.net.au/reslib/201310/r1186454_15219857.jpg"
"Albury","NSW",-36.0765,146.9227,49451,24130,25321,37.3,1,0.2,12.6,0.8,8.6,3.3,12.6,7.9,4.2,1.3,2.1,1.3,4.5,2.8,7.5,8.7,13.7,1,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/11/3867235.htm","http://www.abc.net.au/reslib/201310/r1186422_15219186.JPG"
"Mount Gambier","SA",-37.8252,140.7811,25773,12524,13249,37.6,4.7,0.4,14.7,0.8,7.7,3.5,14.5,8,4.5,1.1,1.9,1.2,2.7,3.2,4.5,7.6,11.8,0.9,4.4,"Manufacturing","http://www.abc.net.au/local/photos/2013/10/11/3866914.htm","http://www.abc.net.au/reslib/201310/r1186237_15214899.jpg"
"Wentworth","NSW",-34.1058,141.9152,6837,3568,3269,41.6,19.8,3.8,6,2.3,6,3.2,8.8,7.1,4.1,0.5,1.5,1.1,2.6,4,5.3,7.4,9.7,1.1,3,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2013/10/10/3866296.htm","http://www.abc.net.au/reslib/201310/r1185766_15204487.JPG"
"Rockhampton","QLD",-23.3782,150.5106,112333,56561,55772,37,2.3,5.3,7.6,2.6,8.8,3.5,10.9,7.2,6.2,0.8,1.7,1.5,3.8,2.4,6.6,9,12.8,0.8,4.2,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/10/3866257.htm","http://www.abc.net.au/reslib/201310/r1185748_15204138.jpg"
"Hobart","TAS",-42.8847,147.3303,50482,25111,25371,37.9,1.3,0.3,3.7,1.9,4.1,1.8,9.6,9.3,1.8,2.6,2.9,1.6,9.9,2,13.7,12.7,13.8,2.8,3.1,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/09/3865544.htm","http://www.abc.net.au/reslib/201310/r1185269_15194316.jpg"
"Brisbane","QLD",-27.4698,153.024,1089879,541993,547886,34.6,0.3,1.5,7.1,1.2,6.7,3.8,9.1,6.5,5,1.7,4.1,1.9,11.1,3.4,7.9,9.1,12.9,1.5,3.4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/08/3864805.htm","http://www.abc.net.au/reslib/201310/r1185130_15191076.JPG"
"Winton","QLD",-22.3826,143.0414,1380,734,646,43.4,30.7,1.5,1,1.3,7,2,8.7,6.5,5.4,0,0.6,0.4,0.9,1.6,13.6,5.6,7.5,0.9,1.9,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2013/10/06/3863288.htm?site=&xml=3863288-mediarss.xml#bigpicturepos","http://www.abc.net.au/reslib/201310/r1183835_15161559.jpg"
"Halls Creek","WA",-18.2263,127.6652,3893,1965,1928,26,8.4,10,0.3,0.3,6.8,0.4,3.1,4.3,1,0.4,0,0.4,0.8,4.4,8.7,21.2,13,1.8,11.1,"Education & Training","http://www.abc.net.au/local/photos/2013/10/08/3864828.htm","http://www.abc.net.au/reslib/201310/r1184282_15171560.jpg"
"Bundaberg","QLD",-24.8683,152.3459,92063,45573,46490,42.8,9.4,2.3,8.6,1.1,8.1,3,12.8,6.4,3.8,0.8,1.7,1.4,3.4,2.8,5,8,14.6,0.7,3.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/03/3861321.htm","http://www.abc.net.au/reslib/201310/r1182389_15129809.JPG"
"Bunbury","WA",-33.3267,115.6347,32580,16065,16515,38.6,0.8,3.3,12.4,1.8,14.4,2.4,12.3,6.9,4.1,1.2,1.6,1.6,4.5,2.8,4.8,7.4,10.8,0.8,4.1,"Construction","http://www.abc.net.au/local/stories/2013/10/04/3862767.htm","http://www.abc.net.au/reslib/201310/r1182513_15133101.jpg"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/04/3862732.htm","http://www.abc.net.au/reslib/201310/r1183357_15152126.jpg"
"Winton","QLD",-22.3826,143.0414,1380,734,646,43.4,30.7,1.5,1,1.3,7,2,8.7,6.5,5.4,0,0.6,0.4,0.9,1.6,13.6,5.6,7.5,0.9,1.9,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2013/09/29/3858565.htm?site=&xml=3858565-mediarss.xml#bigpicturepos","http://www.abc.net.au/reslib/201309/r1180658_15092479.jpg"
"Albury","NSW",-36.0765,146.9227,49451,24130,25321,37.3,1,0.2,12.6,0.8,8.6,3.3,12.6,7.9,4.2,1.3,2.1,1.3,4.5,2.8,7.5,8.7,13.7,1,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/04/3862713.htm","http://www.abc.net.au/reslib/201310/r1183072_15146560.JPG"
"Bombala","NSW",-36.9126,149.2374,2484,1265,1219,45.8,30.5,0.4,9.1,1.2,5.3,1.9,8.8,4.6,4.2,0.6,0.6,0.6,2.4,2.4,6.7,6.1,8.6,1.2,2.6,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2013/05/09/3755755.htm","http://www.abc.net.au/reslib/201305/r1113403_13556435.jpg"
"Brisbane","QLD",-27.4698,153.024,1089879,541993,547886,34.6,0.3,1.5,7.1,1.2,6.7,3.8,9.1,6.5,5,1.7,4.1,1.9,11.1,3.4,7.9,9.1,12.9,1.5,3.4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/03/3861527.htm","http://www.abc.net.au/reslib/201310/r1183128_15147779.jpg"
"Rockhampton","QLD",-23.3782,150.5106,112333,56561,55772,37,2.3,5.3,7.6,2.6,8.8,3.5,10.9,7.2,6.2,0.8,1.7,1.5,3.8,2.4,6.6,9,12.8,0.8,4.2,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/04/3862025.htm?site=&xml=3862025-mediarss.xml#bigpicturepos","http://www.abc.net.au/reslib/201310/r1182933_15143304.jpg"
"Cloncurry","QLD",-20.7055,140.5092,3342,1886,1456,32.1,12.3,19,5.7,0.4,8.3,2,5.8,5.1,13.1,0.4,1.1,0.6,0.8,2,8.6,4.8,4.8,0.2,1.9,"Mining","http://www.abc.net.au/local/photos/2013/10/03/3861390.htm?site=&xml=3861390-mediarss.xml#bigpicturepos","http://www.abc.net.au/reslib/201310/r1182430_15130592.jpg"
"Cairns","QLD",-16.9245,145.7652,162178,81293,80885,36,1.5,1.4,5.1,1.1,8.7,3,11.8,10.7,6.8,0.9,1.7,2,4.9,3.8,8,7.8,12.4,1.8,4.1,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/03/3861516.htm?site=farnorth&xml=3861516-mediarss.xml#bigpicturepos","http://www.abc.net.au/reslib/201310/r1182569_15134532.jpg"
"Albany","WA",-35.0239,117.8805,34873,17066,17807,40.8,6.4,1.6,7,1.3,10,2.7,13.4,6.4,4.2,0.8,1.8,1.7,4.1,3,7,9,12.7,1.1,4.1,"Retail Trade","http://www.abc.net.au/local/photos/2013/10/03/3861528.htm","http://www.abc.net.au/reslib/201310/r1182444_15130994.jpg"
"Rockhampton","QLD",-23.3782,150.5106,112333,56561,55772,37,2.3,5.3,7.6,2.6,8.8,3.5,10.9,7.2,6.2,0.8,1.7,1.5,3.8,2.4,6.6,9,12.8,0.8,4.2,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/03/3861403.htm","http://www.abc.net.au/reslib/201310/r1182441_15130923.jpg"
"Claremont","WA",-31.976613,115.785964,9924,4833,5091,41,1.3,6.4,2.9,0.5,4.4,2.4,9.3,6.4,1.3,1.4,4,2.7,14.7,2.4,4.6,12.7,16.2,1.7,2.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/02/3860965.htm","http://www.abc.net.au/reslib/201310/r1182162_15125222.jpg"
"Albany","WA",-35.0239,117.8805,34873,17066,17807,40.8,6.4,1.6,7,1.3,10,2.7,13.4,6.4,4.2,0.8,1.8,1.7,4.1,3,7,9,12.7,1.1,4.1,"Retail Trade","http://www.abc.net.au/local/photos/2013/10/02/3860972.htm","http://www.abc.net.au/reslib/201310/r1182066_15122413.JPG"
"Sydney","NSW",NULL,NULL,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2013/10/01/3859757.htm","http://www.abc.net.au/news/image/4986974-4x3-80x60.jpg"
"Launceston","TAS",-41.447,147.1386,67154,33135,34019,37.7,1.7,0.6,9.4,1.3,7.1,3.9,12.4,8.4,4.5,1.5,3.3,1.3,4.3,2.9,6.8,10.2,13,1.6,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/10/01/3859939.htm","http://www.abc.net.au/reslib/201310/r1181375_15107944.JPG"
"Warrnambool","VIC",-38.3866,142.5053,32667,16050,16617,37.8,2.3,0.4,10.3,1.4,8.8,3.8,13.7,8.8,3.6,1.2,2.2,1.3,3.9,2.7,4.9,9.2,14.9,1.5,3.5,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/09/30/3859124.htm","http://www.abc.net.au/reslib/201309/r1181003_15100977.jpg"
"Lismore","NSW",-28.8093,153.2808,44348,21913,22435,40,5.2,0.4,7.1,0.7,6.8,2.8,13.8,6.8,3.2,1.8,2,1.3,4.6,2.8,5.1,11.2,17.6,1.3,3.8,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/09/27/3857536.htm","http://www.abc.net.au/reslib/201309/r1179879_15075858.jpg"
"Mackay","QLD",-21.155,149.1664,115960,60205,55755,35.7,3.2,11.1,9.5,0.9,10.3,4.5,10.1,5.9,6.8,0.6,1.4,1.8,4.7,2.5,4,5.8,8.7,0.5,5.3,"Mining","http://www.abc.net.au/local/photos/2013/09/27/3857918.htm","http://www.abc.net.au/reslib/201309/r1180215_15083054.jpg"
"Rockhampton","QLD",-23.3782,150.5106,112333,56561,55772,37,2.3,5.3,7.6,2.6,8.8,3.5,10.9,7.2,6.2,0.8,1.7,1.5,3.8,2.4,6.6,9,12.8,0.8,4.2,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/09/30/3858762.htm","http://www.abc.net.au/reslib/201309/r1180808_15096340.jpg"
"Collie","WA",-33.3633,116.1547,9343,4953,4390,39.7,1.3,15.3,10.7,6.4,15.6,0.7,9.3,6.4,2.9,0.6,0.9,1.3,2.2,2.5,4.3,6.2,7.4,0.3,3.1,"Construction","http://www.abc.net.au/local/photos/2013/09/29/3858661.htm","http://www.abc.net.au/reslib/201309/r1180743_15094518.jpg"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/09/24/3858649.htm","http://www.abc.net.au/reslib/201309/r1180745_15094591.jpg"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/09/24/3858648.htm","http://www.abc.net.au/reslib/201309/r1180747_15094662.jpg"
"Sydney","NSW",-33.8631,151.2043,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2013/09/23/3854684.htm","http://www.abc.net.au/reslib/201309/r1178086_15035334.jpg"
"Melbourne","VIC",-37.8099,144.9622,100240,50401,49839,28.8,0.3,0.4,4.2,1,3,3.5,7.7,10.7,2.6,3.6,8.1,1.7,18.8,3.5,5,8.4,10,3.2,2.4,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2013/09/27/3857899.htm","http://www.abc.net.au/reslib/201309/r1180153_15081503.JPG"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/09/20/3853397.htm","http://www.abc.net.au/reslib/201309/r1177078_15012255.jpg"
"Fremantle","WA",-32.0531,115.745,28651,14111,14540,41.1,0.5,4.5,7.1,1,7.8,2.9,8.3,6.5,3.9,1.4,1.8,1.6,10.4,2.9,6.2,11.9,14,2.2,2.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/09/27/3857621.htm?site=&xml=3857621-mediarss.xml#bigpicturepos","http://www.abc.net.au/reslib/201309/r1179709_15072600.jpg"
"Mount Isa","QLD",-20.7287,139.4897,22079,11792,10287,30.3,1.2,31.4,4.6,1.3,5.7,2.6,8.1,5.1,3.8,0.6,0.8,1.4,2.2,2.9,6,6.9,9.3,0.3,3.6,"Mining","http://www.abc.net.au/local/photos/2013/09/26/3857084.htm?site=&xml=3857084-mediarss.xml#bigpicturepos","http://www.abc.net.au/reslib/201309/r1179528_15068455.jpg"
"Sydney","NSW",NULL,NULL,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2013/09/25/3856264.htm","http://www.abc.net.au/reslib/201309/r1179087_15059571.jpg"
"Sydney","NSW",NULL,NULL,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2013/09/25/3856218.htm","http://www.abc.net.au/reslib/201309/r1179038_15058662.jpg"
"Hobart","TAS",-42.8847,147.3303,50482,25111,25371,37.9,1.3,0.3,3.7,1.9,4.1,1.8,9.6,9.3,1.8,2.6,2.9,1.6,9.9,2,13.7,12.7,13.8,2.8,3.1,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/09/20/3853504.htm","http://www.abc.net.au/reslib/201309/r1178827_15054280.jpg"
"Fremantle","WA",-32.0531,115.745,28651,14111,14540,41.1,0.5,4.5,7.1,1,7.8,2.9,8.3,6.5,3.9,1.4,1.8,1.6,10.4,2.9,6.2,11.9,14,2.2,2.9,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/09/24/3855548.htm","http://www.abc.net.au/reslib/201309/r1178590_15048957.jpg"
"Sydney","NSW",NULL,NULL,183281,97499,85782,32.6,0.1,0.2,3.6,0.5,3.1,3.8,7.6,10,3.1,6.1,10.1,1.8,16.8,4.4,5.6,7.3,7.9,3,2.8,"Professional Scientific & Technical Services","http://www.abc.net.au/local/photos/2013/09/24/3855341.htm","http://www.abc.net.au/reslib/201309/r1178510_15046498.jpg"
"Coonamble","NSW",-30.9566,148.3872,4226,2142,2084,39.9,30.8,0.2,1.1,1.2,5.7,3.1,7.3,4,4.1,0.3,0.6,0.3,2.1,1.7,7.6,10.2,11.4,1.3,3.3,"Agriculture, Forestry and Fishing","http://www.abc.net.au/local/photos/2013/09/23/3854638.htm","http://www.abc.net.au/reslib/201309/r1177933_15031244.jpg"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/09/24/3855092.htm","http://www.abc.net.au/reslib/201309/r1178339_15041488.jpg"
"Rockhampton","QLD",-23.396404,150.490186,112333,56561,55772,37,2.3,5.3,7.6,2.6,8.8,3.5,10.9,7.2,6.2,0.8,1.7,1.5,3.8,2.4,6.6,9,12.8,0.8,4.2,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/09/23/3854523.htm?site=&xml=3854523-mediarss.xml#bigpicturepos","http://www.abc.net.au/reslib/201309/r1177955_15031840.jpg"
"Newcastle","NSW",-32.9298,151.7828,155550,77444,78106,37.1,0.3,1.6,9.2,1.6,6.6,2.9,10.4,7.8,4.1,1.2,3.4,1.5,7.4,3,6.9,9.5,16,1.4,3.7,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/09/23/3854608.htm","http://www.abc.net.au/news/image/4973954-4x3-80x60.jpg"
"Mount Isa","QLD",-20.7287,139.4897,22079,11792,10287,30.3,1.2,31.4,4.6,1.3,5.7,2.6,8.1,5.1,3.8,0.6,0.8,1.4,2.2,2.9,6,6.9,9.3,0.3,3.6,"Mining","http://www.abc.net.au/local/photos/2013/09/20/3853212.htm?site=&xml=3853212-mediarss.xml#bigpicturepos","http://www.abc.net.au/reslib/201309/r1177105_15013068.jpg"
"Toowoomba","QLD",-27.5622,151.9528,155473,76067,79406,37.2,6.3,1.8,9.3,1.1,7.9,3.7,10.9,5.7,4.7,1,2.8,1.3,4.3,2.2,6.7,9.9,13.6,0.9,4,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/09/17/3854244.htm","http://www.abc.net.au/reslib/201309/r1177767_15026678.jpg"
"Rockhampton","QLD",-23.3782,150.5106,112333,56561,55772,37,2.3,5.3,7.6,2.6,8.8,3.5,10.9,7.2,6.2,0.8,1.7,1.5,3.8,2.4,6.6,9,12.8,0.8,4.2,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/09/23/3854166.htm?site=&xml=3854166-mediarss.xml#bigpicturepos","http://www.abc.net.au/reslib/201309/r1177697_15025103.jpg"
"Rockhampton","QLD",-23.3782,150.5106,112333,56561,55772,37,2.3,5.3,7.6,2.6,8.8,3.5,10.9,7.2,6.2,0.8,1.7,1.5,3.8,2.4,6.6,9,12.8,0.8,4.2,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/09/19/3852487.htm?site=capricornia?site&xml=3852487-mediarss.xml#bigpicturepos","http://www.abc.net.au/reslib/201309/r1176494_15000062.jpg"
"Bunbury","WA",-33.3267,115.6347,32580,16065,16515,38.6,0.8,3.3,12.4,1.8,14.4,2.4,12.3,6.9,4.1,1.2,1.6,1.6,4.5,2.8,4.8,7.4,10.8,0.8,4.1,"Construction","http://www.abc.net.au/local/photos/2013/09/20/3853311.htm","http://www.abc.net.au/reslib/201309/r1176593_15002618.JPG"
"Hobart","TAS",-42.8847,147.3303,50482,25111,25371,37.9,1.3,0.3,3.7,1.9,4.1,1.8,9.6,9.3,1.8,2.6,2.9,1.6,9.9,2,13.7,12.7,13.8,2.8,3.1,"Health Care & Social Assistance","http://www.abc.net.au/local/photos/2013/09/19/3852367.htm","http://www.abc.net.au/reslib/201309/r1175413_14975786.jpg"
